Device ID,Time [UTC+00:00],PM1 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM1 1-Hour Mean Mass Concentration Raw [ug/m3],PM1 1-Hour Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM2.5 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 1-Hour Mean Number Concentration [#/cm3],PM2.5 NowCast Mass Concentration [ug/m3],PM2.5 NowCast AQI (US EPA),PM2.5 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM2.5 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM2.5 24-Hour Rolling Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean AQI (WA DWER),PM10 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM10 1-Hour Mean Mass Concentration Raw [ug/m3],PM10 1-Hour Mean Number Concentration [#/cm3],PM10 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM10 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM10 24-Hour Rolling Mean Number Concentration [#/cm3],PM10 1-Hour Mean AQI (WA DWER),NO2 1-Hour Mean Concentration Calibrated [ppb],NO2 1-Hour Mean Concentration Raw [ppb],NO2 1-Hour Mean AQI (US EPA),NO2 1-Hour Mean AQI (WA DWER),O3 1-Hour Mean Concentration Raw [ppb],Temperature Internal 1-Hour Mean [degC],Rel. Humidity Internal 1-Hour Mean [%],Wind Speed 1-Hour Mean [m/s],Wind Direction 1-Hour Mean [degrees],latitude,longitude
A3QK8XR1,2022-11-07T03:00:00.000Z,,20.59,33.62,,35.5,35.81,,109,,30.82,33.98,36,,55.02,36.35,,44.17,34.37,55,,5.64,5,6,,21.5,48.71,,,44.010408,20.91121
AC8QFXSV,2022-11-07T03:00:00.000Z,,0.98,2.96,,2.75,3.05,,29,,6.77,5.88,3,,3.9,3.1,,9.51,5.96,4,,13.21,12,13,,7.92,82.75,,,43.27359823,20.00230503
AHVMMMWN,2022-11-07T03:00:00.000Z,,41,64.61,,76.22,69.4,,165,,125.45,129.89,76,,105.25,70.39,,163.64,131.42,105,,8.77,8,9,,9.74,85.18,,,43.0671684,22.4085712
A9YQLGCC,2022-11-07T03:00:00.000Z,,26.89,35,,50.26,37.83,,139,,44.71,40.15,50,,71.25,38.43,,58.56,40.53,71,,9.78,9,10,,11.03,84.78,,,42.5366089,20.2955676
A2027ZB9,2022-11-07T03:00:00.000Z,,28.13,34.62,,57.94,37.48,,153,,63.7,46.94,58,,80.24,38.24,,88.19,47.78,80,,13.6,13,14,,12.33,83.04,,,44.797027,20.528377
RQCHFQWB,2022-11-07T03:00:00.000Z,,,,,20.17,,,71,,23.32,,20,,20.82,,,24.06,,21,,4.66,4,5,,,,,,44.798746,20.450184
RMQF0HMT,2022-11-07T03:00:00.000Z,,,,,23.22,,,75,,32.49,,23,,26.59,,,41.03,,27,,4.35,4,4,3.92,,,,,44.82112,20.459113
RH91V0ZQ,2022-11-07T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.43,3,3,,,,,,44.652336,20.931675
RNVM05M6,2022-11-07T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.25,4,4,5.86,,,,,44.796959,20.475288
RV7PD1M1,2022-11-07T03:00:00.000Z,,,,,20.92,,,70,,23.16,,21,,21.86,,,23.7,,22,,,,,,,,,,44.664084,20.926729
RQMLY1RN,2022-11-07T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,5.98,6,6,,,,,,44.011573,20.925031
A5H2PCSZ,2022-11-07T02:00:00.000Z,,17.12,27.36,,29.75,29.27,,87,,27.92,29.8,30,,32.29,29.52,,30.37,30.01,32,,6.48,6,6,,22.98,45.82,,,44.797027,20.528377
AQVRLJYL,2022-11-07T02:00:00.000Z,,,,,,,,,,48.89,21.03,,,,,,86.88,21.44,,,6.67,6,7,,11.62,85.14,,,44.664514,20.928384
A9YQLGCC,2022-11-07T02:00:00.000Z,,28.1,36.6,,50.81,39.45,,140,,44.38,39.98,51,,70.15,39.95,,57.94,40.35,70,,9.59,9,10,,10.83,85.61,,,42.5366089,20.2955676
A2027ZB9,2022-11-07T02:00:00.000Z,,28.53,35.19,,58.71,38.18,,154,,64.25,47.98,59,,80.2,38.94,,88.86,48.82,80,,13.51,13,14,,12.36,83.07,,,44.797027,20.528377
A0VTV4M9,2022-11-07T02:00:00.000Z,,,,,,,,,,55.68,45.45,,,,,,74.52,46.05,,,,,,,,,,,44.010408,20.91121
ABZ0QQ65,2022-11-07T02:00:00.000Z,,19.33,34.26,,33.24,36.57,,95,,31.39,34.85,33,,40.29,36.86,,37.19,35.12,40,,13.98,13,14,,19.36,51.69,,,44.664514,20.928384
AHVMMMWN,2022-11-07T02:00:00.000Z,,40.06,62.21,,70.61,66.53,,168,,125.14,129.69,71,,96.98,67.33,,163.2,131.2,97,,7.53,7,8,,9.87,83.69,,,43.0671684,22.4085712
AY1R2WBZ,2022-11-07T02:00:00.000Z,,37.97,76.63,,65.41,81.58,,164,,81.81,104.66,65,,84.52,82.48,,100.26,105.68,85,,8.46,8,8,,18.37,51.28,,,43.0671684,22.4085712
AC8QFXSV,2022-11-07T02:00:00.000Z,,5.98,9.22,,11.54,9.6,,47,,6.72,5.83,12,,16.55,9.71,,9.44,5.9,17,,15.95,15,16,,7.86,84.15,,,43.27359823,20.00230503
A3QK8XR1,2022-11-07T02:00:00.000Z,,22.26,37.2,,37.87,39.53,,114,,30.35,33.51,38,,56.39,40.05,,43.17,33.89,56,,4.93,5,5,,21.59,48.46,,,44.010408,20.91121
RMQF0HMT,2022-11-07T02:00:00.000Z,,,,,22.91,,,76,,32.55,,23,,25.37,,,41.21,,25,,3.62,3,4,4.82,,,,,44.82112,20.459113
RQCHFQWB,2022-11-07T02:00:00.000Z,,,,,20.01,,,72,,23.36,,20,,20.53,,,24.08,,21,,4.65,4,5,,,,,,44.798746,20.450184
RV7PD1M1,2022-11-07T02:00:00.000Z,,,,,21.88,,,71,,22.91,,22,,22.35,,,23.42,,22,,,,,,,,,,44.664084,20.926729
RNVM05M6,2022-11-07T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.6,3,4,7.81,,,,,44.796959,20.475288
RH91V0ZQ,2022-11-07T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.26,3,3,,,,,,44.652336,20.931675
RQMLY1RN,2022-11-07T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,5.41,5,5,,,,,,44.011573,20.925031
A5H2PCSZ,2022-11-07T01:00:00.000Z,,17.13,27.65,,29.18,29.5,,87,,27.85,29.8,29,,32.02,29.75,,30.26,30.01,32,,5.54,5,6,,23.33,45.4,,,44.797027,20.528377
A9YQLGCC,2022-11-07T01:00:00.000Z,,27.94,36.26,,48.68,38.87,,137,,44.37,40.05,49,,65.14,39.27,,57.9,40.42,65,,9.81,9,10,,10.67,86.01,,,42.5366089,20.2955676
AC8QFXSV,2022-11-07T01:00:00.000Z,,3.59,6.27,,8.13,6.55,,46,,6.29,5.49,8,,10.97,6.63,,8.82,5.56,11,,15.99,15,16,,7.77,83.83,,,43.27359823,20.00230503
A3QK8XR1,2022-11-07T01:00:00.000Z,,24.9,44.27,,42.55,47.1,,119,,29.78,32.88,43,,63.32,47.74,,42.18,33.25,63,,5.33,5,5,,21.71,48.29,,,44.010408,20.91121
AQVRLJYL,2022-11-07T01:00:00.000Z,,,,,,,,,,48.89,21.03,,,,,,86.88,21.44,,,6.35,6,6,,11.68,84.47,,,44.664514,20.928384
A2027ZB9,2022-11-07T01:00:00.000Z,,31.42,40.86,,62.7,44.09,,154,,65.51,49.42,63,,86.11,44.93,,90.56,50.27,86,,14.19,13,14,,12.37,83.17,,,44.797027,20.528377
AY1R2WBZ,2022-11-07T01:00:00.000Z,,42.83,92.71,,79.59,98.69,,172,,81.95,105.19,80,,97.42,99.77,,100.28,106.21,97,,8.92,8,9,,18.39,51.29,,,43.0671684,22.4085712
A0VTV4M9,2022-11-07T01:00:00.000Z,,30.97,39,,54.91,41.73,,,,55.03,43.57,55,,77.96,42.33,,73.95,44.18,78,,14.92,14,15,,11.51,84.25,,,44.010408,20.91121
AHVMMMWN,2022-11-07T01:00:00.000Z,,43.9,72.36,,81.65,77.65,,177,,126.28,131.15,82,,113.47,78.67,,164.48,132.68,113,,9.2,9,9,,9.94,85.36,,,43.0671684,22.4085712
ABZ0QQ65,2022-11-07T01:00:00.000Z,,19.49,34.4,,32.55,36.6,,95,,31.34,34.83,33,,38.64,36.88,,37.07,35.1,39,,13.63,13,14,,19.4,51.65,,,44.664514,20.928384
RMQF0HMT,2022-11-07T01:00:00.000Z,,,,,24.41,,,79,,32.64,,24,,26.83,,,41.48,,27,,4.33,4,4,3.76,,,,,44.82112,20.459113
RV7PD1M1,2022-11-07T01:00:00.000Z,,,,,20.92,,,70,,22.69,,21,,21.26,,,23.18,,21,,,,,,,,,,44.664084,20.926729
RQMLY1RN,2022-11-07T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,5.7,5,6,,,,,,44.011573,20.925031
RQCHFQWB,2022-11-07T01:00:00.000Z,,,,,22.93,,,74,,23.43,,23,,23.4,,,24.16,,23,,5.24,5,5,,,,,,44.798746,20.450184
RNVM05M6,2022-11-07T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.77,4,5,5.6,,,,,44.796959,20.475288
RH91V0ZQ,2022-11-07T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.38,3,3,,,,,,44.652336,20.931675
A5H2PCSZ,2022-11-07T00:00:00.000Z,,16.79,27.45,,28.84,29.3,,87,,27.82,29.86,29,,31.77,29.53,,30.21,30.07,32,,5.32,5,5,,23.8,44.84,,,44.797027,20.528377
AC8QFXSV,2022-11-07T00:00:00.000Z,,9.8,14.08,,18.47,14.68,,55,,6.01,5.28,18,,24.29,14.84,,8.43,5.35,24,,16.67,16,17,,7.66,83.87,,,43.27359823,20.00230503
AHVMMMWN,2022-11-07T00:00:00.000Z,,49.57,88.69,,100.34,95.23,,189,,126.96,132.21,100,,148.7,96.7,,165.17,133.74,149,,10.41,10,10,,9.92,85.74,,,43.0671684,22.4085712
ABZ0QQ65,2022-11-07T00:00:00.000Z,,19.6,34.49,,33.42,36.77,,95,,31.34,34.86,33,,40.96,37.12,,37.03,35.12,41,,13.4,13,13,,19.45,51.63,,,44.664514,20.928384
A9YQLGCC,2022-11-07T00:00:00.000Z,,28.31,36.24,,48.12,38.77,,140,,44.47,40.23,48,,62.82,39.16,,58.03,40.6,63,,9.06,9,9,,10.83,85.81,,,42.5366089,20.2955676
A3QK8XR1,2022-11-07T00:00:00.000Z,,26.32,47.9,,43.65,50.73,,120,,28.87,31.81,44,,64.75,51.36,,40.71,32.16,65,,5.1,5,5,,21.84,48.07,,,44.010408,20.91121
A0VTV4M9,2022-11-07T00:00:00.000Z,,,,,,,,,,55.05,43.88,,,,,,73.28,44.49,,,,,,,,,,,44.010408,20.91121
AQVRLJYL,2022-11-07T00:00:00.000Z,,,,,,,,,,48.89,21.03,,,,,,86.88,21.44,,,6.72,6,7,,11.57,85.07,,,44.664514,20.928384
AY1R2WBZ,2022-11-07T00:00:00.000Z,,51.72,111.24,,92.63,118.21,,175,,81.8,105.39,93,,112.91,119.42,,99.99,106.4,113,,8.53,8,9,,18.42,51.07,,,43.0671684,22.4085712
A2027ZB9,2022-11-07T00:00:00.000Z,,32.59,42.53,,63.03,45.74,,154,,65.14,49.09,63,,86.72,46.54,,89.85,49.93,87,,14.97,14,15,,12.3,83.51,,,44.797027,20.528377
RMQF0HMT,2022-11-07T00:00:00.000Z,,,,,24.84,,,80,,32.62,,25,,26.29,,,41.54,,26,,4.74,4,5,3.34,,,,,44.82112,20.459113
RQCHFQWB,2022-11-07T00:00:00.000Z,,,,,23.15,,,74,,23.38,,23,,23.46,,,24.1,,23,,5.51,5,6,,,,,,44.798746,20.450184
RNVM05M6,2022-11-07T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,5.51,5,6,5.14,,,,,44.796959,20.475288
RQMLY1RN,2022-11-07T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,6.8,6,7,,,,,,44.011573,20.925031
RH91V0ZQ,2022-11-07T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.87,4,4,,,,,,44.652336,20.931675
RV7PD1M1,2022-11-07T00:00:00.000Z,,,,,21.93,,,70,,22.57,,22,,22.19,,,23.05,,22,,,,,,,,,,44.664084,20.926729
A5H2PCSZ,2022-11-06T23:00:00.000Z,,16.34,27.51,,28.07,29.31,,87,,27.86,29.99,28,,30.08,29.52,,30.24,30.19,30,,3.66,3,4,,24.35,44.17,,,44.797027,20.528377
AHVMMMWN,2022-11-06T23:00:00.000Z,,68.19,121.86,,134.36,130.35,,208,,126.86,132.51,134,,188.34,132.06,,164.31,134.03,188,,11.13,10,11,,9.77,85.13,,,43.0671684,22.4085712
AY1R2WBZ,2022-11-06T23:00:00.000Z,,61.7,131.38,,108.67,139.45,,178,,81.2,104.98,109,,130.82,140.86,,99.05,105.98,131,,7.96,8,8,,18.46,50.85,,,43.0671684,22.4085712
A2027ZB9,2022-11-06T23:00:00.000Z,,31.92,41.72,,64.26,45.16,,154,,64.86,48.74,64,,87.94,46.01,,89.37,49.58,88,,15.44,15,15,,12.32,83.53,,,44.797027,20.528377
AC8QFXSV,2022-11-06T23:00:00.000Z,,5.67,8.89,,11.25,9.28,,39,,5.27,4.71,11,,15.86,9.39,,7.46,4.77,16,,17.03,16,17,,7.55,84.01,,,43.27359823,20.00230503
ABZ0QQ65,2022-11-06T23:00:00.000Z,,19.56,34.6,,32.83,36.85,,94,,31.33,34.93,33,,39.92,37.13,,36.94,35.2,40,,13.74,13,14,,19.49,51.56,,,44.664514,20.928384
AQVRLJYL,2022-11-06T23:00:00.000Z,,,,,,,,,,48.89,21.03,,,,,,86.88,21.44,,,6.97,7,7,,11.37,86.63,,,44.664514,20.928384
A9YQLGCC,2022-11-06T23:00:00.000Z,,30.33,40.86,,52.03,43.71,,146,,44.67,40.58,52,,68.64,44.16,,58.41,40.96,69,,10.41,10,10,,10.97,86.51,,,42.5366089,20.2955676
A0VTV4M9,2022-11-06T23:00:00.000Z,,,,,,,,,,55.05,43.88,,,,,,73.28,44.49,,,,,,,,,,,44.010408,20.91121
A3QK8XR1,2022-11-06T23:00:00.000Z,,27.31,50.74,,44.99,53.77,,119,,27.79,30.51,45,,67.2,54.47,,38.98,30.84,67,,5.31,5,5,,21.98,47.76,,,44.010408,20.91121
RMQF0HMT,2022-11-06T23:00:00.000Z,,,,,26.84,,,83,,32.5,,27,,32.43,,,41.51,,32,,5.17,5,5,3.64,,,,,44.82112,20.459113
RNVM05M6,2022-11-06T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,6.4,6,6,4.77,,,,,44.796959,20.475288
RV7PD1M1,2022-11-06T23:00:00.000Z,,,,,19.89,,,70,,22.54,,20,,19.88,,,23.04,,20,,,,,,,,,,44.664084,20.926729
RQMLY1RN,2022-11-06T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,6.39,6,6,,,,,,44.011573,20.925031
RQCHFQWB,2022-11-06T23:00:00.000Z,,,,,24.62,,,75,,23.27,,25,,25.08,,,23.99,,25,,6.55,6,7,,,,,,44.798746,20.450184
RH91V0ZQ,2022-11-06T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.65,3,4,,,,,,44.652336,20.931675
A5H2PCSZ,2022-11-06T22:00:00.000Z,,17.67,29.11,,29.68,31,,87,,27.94,30.15,30,,32.36,31.24,,30.34,30.36,32,,2.12,2,2,,24.87,43.59,,,44.797027,20.528377
AY1R2WBZ,2022-11-06T22:00:00.000Z,,62.17,132.71,,108.54,140.72,,178,,80.19,104.04,109,,128.83,142.07,,97.68,105.02,129,,7.71,7,8,,18.47,50.78,,,43.0671684,22.4085712
A0VTV4M9,2022-11-06T22:00:00.000Z,,,,,,,,,,55.05,43.88,,,,,,73.28,44.49,,,,,,,,,,,44.010408,20.91121
A3QK8XR1,2022-11-06T22:00:00.000Z,,27.86,52.67,,45.47,55.85,,114,,26.67,29.12,45,,65.8,56.53,,37.16,29.43,66,,4.72,4,5,,22.25,47.19,,,44.010408,20.91121
AHVMMMWN,2022-11-06T22:00:00.000Z,,100.34,177.36,,185.22,188.96,,228,,125.78,132.02,185,,235.17,191.02,,162.14,133.52,235,,10.28,10,10,,9.72,83.23,,,43.0671684,22.4085712
A2027ZB9,2022-11-06T22:00:00.000Z,,25.26,31.34,,52.24,33.86,,153,,64.91,48.82,52,,70.53,34.45,,89.43,49.66,71,,16.18,15,16,,12.34,83.39,,,44.797027,20.528377
A9YQLGCC,2022-11-06T22:00:00.000Z,,34.38,49.42,,56.79,52.78,,151,,44.71,40.76,57,,75.83,53.27,,58.52,41.15,76,,11.13,10,11,,11.09,86.35,,,42.5366089,20.2955676
AC8QFXSV,2022-11-06T22:00:00.000Z,,2.78,5.47,,6.17,5.65,,32,,4.85,4.38,6,,8.61,5.73,,6.87,4.44,9,,16.79,16,17,,7.5,83.8,,,43.27359823,20.00230503
AQVRLJYL,2022-11-06T22:00:00.000Z,,,,,,,,,,48.89,21.03,,,,,,86.88,21.44,,,6.65,6,7,,11.32,86.72,,,44.664514,20.928384
ABZ0QQ65,2022-11-06T22:00:00.000Z,,19.2,34.5,,32.43,36.77,,94,,31.34,35.01,32,,39.75,37.04,,36.91,35.27,40,,13.25,12,13,,19.54,51.51,,,44.664514,20.928384
RQMLY1RN,2022-11-06T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,7.31,7,7,,,,,,44.011573,20.925031
RNVM05M6,2022-11-06T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,7.35,7,7,4.5,,,,,44.796959,20.475288
RQCHFQWB,2022-11-06T22:00:00.000Z,,,,,22.9,,,73,,23.25,,23,,23.45,,,23.99,,23,,7.68,7,8,,,,,,44.798746,20.450184
RMQF0HMT,2022-11-06T22:00:00.000Z,,,,,25.2,,,84,,32.5,,25,,29.27,,,41.68,,29,,5.89,6,6,3.19,,,,,44.82112,20.459113
RV7PD1M1,2022-11-06T22:00:00.000Z,,,,,21.27,,,71,,22.77,,21,,21.45,,,23.28,,21,,,,,,,,,,44.664084,20.926729
RH91V0ZQ,2022-11-06T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.27,4,4,,,,,,44.652336,20.931675
A5H2PCSZ,2022-11-06T21:00:00.000Z,,17.64,29.02,,28.59,30.91,,87,,27.96,30.29,29,,30.71,31.09,,30.35,30.5,31,,0.85,1,1,,25.45,43.06,,,44.797027,20.528377
A0VTV4M9,2022-11-06T21:00:00.000Z,,46.18,75.22,,79.38,80.02,,,,52.18,40.79,79,,108.12,80.99,,68.58,41.36,108,,17.32,16,17,,11.58,84.24,,,44.010408,20.91121
AQVRLJYL,2022-11-06T21:00:00.000Z,,,,,,,,,,48.89,21.03,,,,,,86.88,21.44,,,7.01,7,7,,11.36,87.03,,,44.664514,20.928384
ABZ0QQ65,2022-11-06T21:00:00.000Z,,19.51,34.86,,33.48,37.16,,94,,31.36,35.1,33,,41.1,37.47,,36.87,35.36,41,,13.79,13,14,,19.59,51.39,,,44.664514,20.928384
AY1R2WBZ,2022-11-06T21:00:00.000Z,,61.31,131.28,,109.11,139.47,,177,,78.73,102.47,109,,131.65,140.87,,95.95,103.43,132,,8.64,8,9,,18.52,50.91,,,43.0671684,22.4085712
A3QK8XR1,2022-11-06T21:00:00.000Z,,26.54,48.98,,42.99,51.91,,109,,25.44,27.54,43,,62.29,52.5,,35.3,27.83,62,,4.11,4,4,,22.51,46.65,,,44.010408,20.91121
AC8QFXSV,2022-11-06T21:00:00.000Z,,2.33,4.88,,5.5,5.06,,37,,4.64,4.19,6,,7.6,5.13,,6.57,4.25,8,,17.04,16,17,,7.45,83.66,,,43.27359823,20.00230503
AHVMMMWN,2022-11-06T21:00:00.000Z,,88.43,158.77,,163.89,169.06,,222,,123.63,129.95,164,,211.72,171.02,,159.55,131.43,212,,9.51,9,10,,9.85,82.31,,,43.0671684,22.4085712
A9YQLGCC,2022-11-06T21:00:00.000Z,,32.68,46.15,,54.66,49.3,,149,,44.75,40.95,55,,72.27,49.77,,58.63,41.34,72,,10.55,10,11,,11.21,86.21,,,42.5366089,20.2955676
A2027ZB9,2022-11-06T21:00:00.000Z,,30.59,39.23,,61.21,42.29,,155,,65.53,49.44,61,,84.05,43.08,,90.32,50.29,84,,16.55,16,17,,12.32,83.67,,,44.797027,20.528377
RNVM05M6,2022-11-06T21:00:00.000Z,,,,,,,,,,,,,,,,,,,,,7.33,7,7,5.47,,,,,44.796959,20.475288
RQCHFQWB,2022-11-06T21:00:00.000Z,,,,,21.98,,,73,,23.43,,22,,22.93,,,24.21,,23,,8.03,8,8,,,,,,44.798746,20.450184
RH91V0ZQ,2022-11-06T21:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.35,4,4,,,,,,44.652336,20.931675
RMQF0HMT,2022-11-06T21:00:00.000Z,,,,,24.43,,,90,,32.72,,24,,29.22,,,42.01,,29,,5.58,5,6,3.62,,,,,44.82112,20.459113
RQMLY1RN,2022-11-06T21:00:00.000Z,,,,,,,,,,,,,,,,,,,,,8.5,8,8,,,,,,44.011573,20.925031
RV7PD1M1,2022-11-06T21:00:00.000Z,,,,,21.94,,,72,,22.86,,22,,22.08,,,23.37,,22,,,,,,,,,,44.664084,20.926729
A5H2PCSZ,2022-11-06T20:00:00.000Z,,17.27,28.93,,29.17,30.88,,87,,28.07,30.54,29,,31.84,31.11,,30.51,30.75,32,,1.38,1,1,,25.66,42.91,,,44.797027,20.528377
AQVRLJYL,2022-11-06T20:00:00.000Z,,,,,,,,,,48.89,21.03,,,,,,86.88,21.44,,,7.07,7,7,,11.42,87.22,,,44.664514,20.928384
A9YQLGCC,2022-11-06T20:00:00.000Z,,31.78,44.17,,53.02,47.13,,150,,44.84,41.11,53,,70.21,47.61,,58.77,41.51,70,,11.1,10,11,,11.37,85.69,,,42.5366089,20.2955676
A2027ZB9,2022-11-06T20:00:00.000Z,,29.74,38.04,,58.95,40.98,,155,,65.62,49.61,59,,82.13,41.71,,90.44,50.46,82,,15.69,15,16,,12.32,83.45,,,44.797027,20.528377
A0VTV4M9,2022-11-06T20:00:00.000Z,,,,,,,,,,47.65,34.25,,,,,,61.99,34.76,,,,,,,,,,,44.010408,20.91121
ABZ0QQ65,2022-11-06T20:00:00.000Z,,19.29,34.57,,33.23,36.85,,94,,31.33,35.21,33,,41.45,37.19,,36.78,35.47,41,,13.68,13,14,,19.65,51.33,,,44.664514,20.928384
AHVMMMWN,2022-11-06T20:00:00.000Z,,93.68,170.3,,178.63,181.75,,231,,121.94,128.42,179,,231.34,183.92,,157.18,129.87,231,,9.95,9,10,,10.34,82.22,,,43.0671684,22.4085712
AY1R2WBZ,2022-11-06T20:00:00.000Z,,63.99,137.33,,114.31,145.92,,177,,77.2,100.89,114,,137.25,147.36,,94.09,101.83,137,,9.19,9,9,,18.55,51.02,,,43.0671684,22.4085712
AC8QFXSV,2022-11-06T20:00:00.000Z,,3.2,6.27,,8,6.51,,52,,4.47,4.06,8,,10.65,6.6,,6.34,4.12,11,,18.51,17,19,,7.35,84.2,,,43.27359823,20.00230503
A3QK8XR1,2022-11-06T20:00:00.000Z,,23.83,42.6,,38.99,45.04,,99,,24.37,26.22,39,,55.73,45.54,,33.66,26.49,56,,4.37,4,4,,22.64,46.41,,,44.010408,20.91121
RQMLY1RN,2022-11-06T20:00:00.000Z,,,,,,,,,,,,,,,,,,,,,10.35,10,10,,,,,,44.011573,20.925031
RV7PD1M1,2022-11-06T20:00:00.000Z,,,,,22.67,,,73,,22.85,,23,,22.98,,,23.37,,23,,,,,,,,,,44.664084,20.926729
RH91V0ZQ,2022-11-06T20:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.57,4,5,,,,,,44.652336,20.931675
RMQF0HMT,2022-11-06T20:00:00.000Z,,,,,25.95,,,104,,32.95,,26,,31.1,,,42.32,,31,,6.98,7,7,2.5,,,,,44.82112,20.459113
RQCHFQWB,2022-11-06T20:00:00.000Z,,,,,22.61,,,73,,23.61,,23,,23.3,,,24.41,,23,,8.69,8,9,,,,,,44.798746,20.450184
RNVM05M6,2022-11-06T20:00:00.000Z,,,,,,,,,,,,,,,,,,,,,7.31,7,7,6.82,,,,,44.796959,20.475288
A5H2PCSZ,2022-11-06T19:00:00.000Z,,16.97,28.37,,28.87,30.26,,87,,28.23,30.91,29,,31.72,30.47,,30.73,31.12,32,,1.06,1,1,,25.65,42.97,,,44.797027,20.528377
A9YQLGCC,2022-11-06T19:00:00.000Z,,35.26,53.57,,57.92,56.98,,152,,44.9,41.3,58,,76.78,57.51,,58.94,41.7,77,,11.74,11,12,,11.62,85.39,,,42.5366089,20.2955676
AC8QFXSV,2022-11-06T19:00:00.000Z,,11.66,16.15,,21.92,16.86,,61,,4.28,3.93,22,,30.68,17.07,,6.1,3.99,31,,18.35,17,18,,7.25,84.29,,,43.27359823,20.00230503
